province,sector_dir,subsector,hazard,file,sheet,label,description,weight_pct,relationship,domain
Central,Potable Water,,Landslide,Potable_Water_Landslide.xlsx,Var,E3,Total landslide affected area,10,+,exposure
Central,Potable Water,,Landslide,Potable_Water_Landslide.xlsx,Var,E4,% of landslide affected area,10,+,exposure
Central,Potable Water,,Landslide,Potable_Water_Landslide.xlsx,Var,E5,Max # of Landslide affected People during 1974 to 2023,20,+,exposure
Central,Potable Water,,Landslide,Potable_Water_Landslide.xlsx,Var,E6,No. of water intake points,10,+,exposure
Central,Potable Water,,Landslide,Potable_Water_Landslide.xlsx,Var,E7,% of HH fed  by wells,10,+,exposure
Central,Potable Water,,Landslide,Potable_Water_Landslide.xlsx,Var,E8,% of HH -  Rural water supply project,15,+,exposure
Central,Potable Water,,Drought,Potable_water_Drought.xlsx,Var,H1,"No. of drought events - 1974 to 2022 (1974-2004, 25%, 2005 -2022, 75%)",50,+,hazard
Central,Potable Water,,Drought,Potable_water_Drought.xlsx,Var,H2,Occurrence of warm days (TX90p),10,+,hazard
Central,Potable Water,,Drought,Potable_water_Drought.xlsx,Var,H3,SPI (Intensity),40,+,hazard
Central,Potable Water,,Drought,Potable_water_Drought.xlsx,Var,E1,Total Population,5,+,exposure
Central,Potable Water,,Drought,Potable_water_Drought.xlsx,Var,E2,% of HH - Pipe born water,5,-,exposure
Central,Potable Water,,Drought,Potable_water_Drought.xlsx,Var,E3,"Max # of Drought affected People during 1974 to 2022 (1974 -2004, 25%, 2005 -2022, 75%)",10,+,exposure
Central,Potable Water,,Drought,Potable_water_Drought.xlsx,Var,E4,No. of water intake points,30,+,exposure
Central,Potable Water,,Drought,Potable_water_Drought.xlsx,Var,E5,% HH fed  by wells,15,+,exposure
Central,Potable Water,,Drought,Potable_water_Drought.xlsx,Var,E6,% HH of Rural water supply project,25,+,exposure
Central,Potable Water,,Drought,Potable_water_Drought.xlsx,Var,E7,% of Water surface area,5,-,exposure
Central,Potable Water,,Drought,Potable_water_Drought.xlsx,Var,E8,% of forest cover,5,-,exposure
Central,Tea,,Drought,Tea_Drought.xlsx,Var,H1,"No. of drought events - 1974 to 2022 (1974-2004, 25%, 2005 -2022, 75%)",50,+,hazard
Central,Tea,,Drought,Tea_Drought.xlsx,Var,H2,Occurrence of warm days (TX90p),10,+,hazard
Central,Tea,,Drought,Tea_Drought.xlsx,Var,H3,SPI (Intensity),40,+,hazard
Central,Tea,,Drought,Tea_Drought.xlsx,Var,E1,Tea extent,50,+,exposure
Central,Tea,,Drought,Tea_Drought.xlsx,Var,E2,No. of Tea farmers,50,+,exposure
Central,Tea,,Flood,Tea_Flood.xlsx,Var,H1,"No. of Flood events - 1974 to 2023 (1974-2004, 25%, 2005 -2023, 75%)",50,+,hazard
Central,Tea,,Flood,Tea_Flood.xlsx,Var,H2,Very wet days (95th percentile) and 3 day cumulative rain fall (out of 35 - 40% for very wet days and 60% for 3 day cumulative respectively),35,+,hazard
Central,Tea,,Flood,Tea_Flood.xlsx,Var,H3,Strong wind events - 1978 to 2023,10,+,hazard
Central,Tea,,Flood,Tea_Flood.xlsx,Var,H4,No. of lightning incidents  - 1974 to 2023,5,+,hazard
Central,Tea,,Flood,Tea_Flood.xlsx,Var,E1,Tea extent,50,+,exposure
Central,Tea,,Flood,Tea_Flood.xlsx,Var,E2,No. of Tea farmers,50,+,exposure
Central,Tourism,,Drought,Tourism_Drought.xlsx,Var,H1,"No. of drought events - 1974 to 2022 (1974 -2004, 25%, 2005 -2022, 75%)",50,+,hazard
Central,Tourism,,Drought,Tourism_Drought.xlsx,Var,H2,Occurrence of warm days (TX90p),10,+,hazard
Central,Tourism,,Drought,Tourism_Drought.xlsx,Var,H3,SPI (Intensity),40,+,hazard
Central,Tourism,,Drought,Tourism_Drought.xlsx,Var,E1,Total hotels,20,+,exposure
Central,Tourism,,Drought,Tourism_Drought.xlsx,Var,E2,Accommodation and food service activities- No. of Establishments,20,+,exposure
Central,Tourism,,Drought,Tourism_Drought.xlsx,Var,E3,Accommodation and food service activities- No. of Persons Engaged,20,+,exposure
Central,Tourism,,Drought,Tourism_Drought.xlsx,Var,E4,"Arts, entertainment and recreation- No. of Establishments",20,+,exposure
Central,Tourism,,Drought,Tourism_Drought.xlsx,Var,E5,"Arts, entertainment and recreation- No. of Persons Engaged",20,+,exposure
Central,Tourism,,Flood,Tourism_Flood.xlsx,Var,H1,"No. of Flood events - 1974 to 2023 (1974-2004, 25%, 2005 -2023, 75%)",40,+,hazard
Central,Tourism,,Flood,Tourism_Flood.xlsx,Var,H2,Very wet days (95th percentile) and 3 day cumulative rain fall (out of 35 - 40% for very wet days and 60% for 3 day cumulative respectively),30,+,hazard
Central,Tourism,,Flood,Tourism_Flood.xlsx,Var,H3,Strong wind events - 1978 to 2023,20,+,hazard
Central,Tourism,,Flood,Tourism_Flood.xlsx,Var,H4,No. of lightning incidents  - 1974 to 2023,10,+,hazard
Central,Tourism,,Flood,Tourism_Flood.xlsx,Var,E1,Total hotels,20,+,exposure
Central,Tourism,,Flood,Tourism_Flood.xlsx,Var,E2,Accommodation and food service activities- No. of Establishments,20,+,exposure
Central,Tourism,,Flood,Tourism_Flood.xlsx,Var,E3,Accommodation and food service activities- No. of Persons Engaged,20,+,exposure
Central,Tourism,,Flood,Tourism_Flood.xlsx,Var,E4,"Arts, entertainment and recreation- No. of Establishments",20,+,exposure
Central,Tourism,,Flood,Tourism_Flood.xlsx,Var,E5,"Arts, entertainment and recreation- No. of Persons Engaged",20,+,exposure
Central,Transport,,Flood,Transport_Flood.xlsx,Var,H1,"No. of Flood events - 1974 to 2023 (1974-2004, 25%, 2005 -2023, 75%)",40,+,hazard
Central,Transport,,Flood,Transport_Flood.xlsx,Var,H2,Very wet days (95th percentile) and 3 day cumulative rain fall (out of 35 - 40% for very wet days and 60% for 3 day cumulative respectively),30,+,hazard
Central,Transport,,Flood,Transport_Flood.xlsx,Var,H3,Strong wind events - 1978 to 2023,20,+,hazard
Central,Transport,,Flood,Transport_Flood.xlsx,Var,H4,No. of lightning incidents  - 1974 to 2023,10,+,hazard
Central,Transport,,Flood,Transport_Flood.xlsx,Var,E1,Total main road length,25,+,exposure
Central,Transport,,Flood,Transport_Flood.xlsx,Var,E2,Total Secondary road length,25,+,exposure
Central,Transport,,Flood,Transport_Flood.xlsx,Var,E3,TotalTrack length,25,+,exposure
Central,Transport,,Flood,Transport_Flood.xlsx,Var,E4,Total railway length,25,+,exposure
Central,Transport,,Landslide,Transport_Landslide.xlsx,Var,H1,Landslide  events (1974 - 2023),30,+,hazard
Central,Transport,,Landslide,Transport_Landslide.xlsx,Var,H2,Very wet days (95th percentile) and 3 day cumulative rain fall (out of 35 - 40% for very wet days and 60% for 3 day cumulative respectively),30,+,hazard
Central,Transport,,Landslide,Transport_Landslide.xlsx,Var,H3,Cutting failures (2000 - 2023),40,+,hazard
Central,Transport,,Landslide,Transport_Landslide.xlsx,Var,E1,Landslide affected main road length,40,+,exposure
Central,Transport,,Landslide,Transport_Landslide.xlsx,Var,E2,Landslide affected Secondary road length,35,+,exposure
Central,Transport,,Landslide,Transport_Landslide.xlsx,Var,E3,Landslide affected Track length,10,+,exposure
Central,Transport,,Landslide,Transport_Landslide.xlsx,Var,E4,Landslide affected railway length,15,+,exposure
Central,Vegetables & Other Field Crops,,Drought,Vegetable_Other Field Crops_Drought.xlsx,Var,H1,"No. of drought events - 1974 to 2022 (1974-2004, 25%, 2005 -2022, 75%)",50,+,hazard
Central,Vegetables & Other Field Crops,,Drought,Vegetable_Other Field Crops_Drought.xlsx,Var,H2,Occurrence of warm days (TX90p),10,+,hazard
Central,Vegetables & Other Field Crops,,Drought,Vegetable_Other Field Crops_Drought.xlsx,Var,H3,SPI (Intensity),40,+,hazard
Central,Vegetables & Other Field Crops,,Drought,Vegetable_Other Field Crops_Drought.xlsx,Var,E1,Vegetables Extent,20,+,exposure
Central,Vegetables & Other Field Crops,,Drought,Vegetable_Other Field Crops_Drought.xlsx,Var,E2,Other Field Crops Extent,15,+,exposure
Central,Vegetables & Other Field Crops,,Drought,Vegetable_Other Field Crops_Drought.xlsx,Var,E3,"Max # of drought affected People during 1974 to 2022 (1974 -2004, 25%, 2005 -2022, 75%)",30,+,exposure
Central,Vegetables & Other Field Crops,,Drought,Vegetable_Other Field Crops_Drought.xlsx,Var,E4,#  Temporary Crop Operators,20,+,exposure
Central,Vegetables & Other Field Crops,,Drought,Vegetable_Other Field Crops_Drought.xlsx,Var,E5,% of Temporary Crop Operators from total  Agricultural Operators,15,+,exposure
Central,Vegetables & Other Field Crops,,Flood,Vegetable_Other Field Crops_Flood.xlsx,Var,H1,"No. of Flood events - 1974 to 2023 (1974-2004, 25%, 2005 -2023, 75%)",50,+,hazard
Central,Vegetables & Other Field Crops,,Flood,Vegetable_Other Field Crops_Flood.xlsx,Var,H2,Very wet days (95th percentile) and 3 day cumulative rain fall (out of 35 - 40% for very wet days and 60% for 3 day cumulative respectively),35,+,hazard
Central,Vegetables & Other Field Crops,,Flood,Vegetable_Other Field Crops_Flood.xlsx,Var,H3,Strong wind events - 1978 to 2023,10,+,hazard
Central,Vegetables & Other Field Crops,,Flood,Vegetable_Other Field Crops_Flood.xlsx,Var,H4,No. of lightning incidents  - 1974 to 2023,5,+,hazard
Central,Vegetables & Other Field Crops,,Flood,Vegetable_Other Field Crops_Flood.xlsx,Var,E1,Vegetables Extent,30,+,exposure
Central,Vegetables & Other Field Crops,,Flood,Vegetable_Other Field Crops_Flood.xlsx,Var,E2,Other Field Crops Extent,30,+,exposure
Central,Vegetables & Other Field Crops,,Flood,Vegetable_Other Field Crops_Flood.xlsx,Var,E3,#  Temporary Crop Operators,20,+,exposure
Central,Vegetables & Other Field Crops,,Flood,Vegetable_Other Field Crops_Flood.xlsx,Var,E4,% of Temporary Crop Operators from total  Agricultural Operators,20,+,exposure
Eastern,Coconut,,Drought,Coconut _drought_.xlsx,Var,H1,Drought Hazard  Index,100,+,hazard
Eastern,Coconut,,Drought,Coconut _drought_.xlsx,Var,E1,Coconut  extent,30,+,exposure
Eastern,Coconut,,Drought,Coconut _drought_.xlsx,Var,E2,No. of Coconut  farmers,20,+,exposure
Eastern,Coconut,,Drought,Coconut _drought_.xlsx,Var,E3,Total _Plants (Nos.),20,+,exposure
Eastern,Coconut,,Drought,Coconut _drought_.xlsx,Var,E4,Annual_Coco_Production (No. Mn),30,+,exposure
Eastern,Human Settlements,,Drought,Hu_Se_Drought_.xlsx,Var,H1,Drought Hazard Index,100,+,hazard
Eastern,Human Settlements,,Drought,Hu_Se_Drought_.xlsx,Var,E1,Total Population,16,+,exposure
Eastern,Human Settlements,,Drought,Hu_Se_Drought_.xlsx,Var,E2,Population density,8,+,exposure
Eastern,Human Settlements,,Drought,Hu_Se_Drought_.xlsx,Var,E3,No. of housing units,4,+,exposure
Eastern,Human Settlements,,Drought,Hu_Se_Drought_.xlsx,Var,E4,Max # of drought affected People during 1974 to 2022,15,+,exposure
Eastern,Human Settlements,,Drought,Hu_Se_Drought_.xlsx,Var,E5,% area under urban classification,7,+,exposure
Eastern,Human Settlements,,Drought,Hu_Se_Drought_.xlsx,Var,E6,% area under human settlements (Urban and rural),2,+,exposure
Eastern,Human Settlements,,Drought,Hu_Se_Drought_.xlsx,Var,E7,% of HH with pipe borne water,10,-,exposure
Eastern,Human Settlements,,Drought,Hu_Se_Drought_.xlsx,Var,E8,# of  no proper sanitation facilities,3,+,exposure
Eastern,Human Settlements,,Drought,Hu_Se_Drought_.xlsx,Var,E9,% of  Roofs consist of Galvanize Sheets,3,+,exposure
Eastern,Human Settlements,,Drought,Hu_Se_Drought_.xlsx,Var,E10,% surface area of water bodies within DS area,12,-,exposure
Eastern,Human Settlements,,Drought,Hu_Se_Drought_.xlsx,Var,E11,% of temporary houses,5,+,exposure
Eastern,Human Settlements,,Drought,Hu_Se_Drought_.xlsx,Var,E12,Human Animal Attacks,15,+,exposure
Eastern,Human Settlements,,Flood,Hu_Se_Flood_.xlsx,Var,H1,Flood Hazard Index,100,+,hazard
Eastern,Human Settlements,,Flood,Hu_Se_Flood_.xlsx,Var,E1,Population density,20,+,exposure
Eastern,Human Settlements,,Flood,Hu_Se_Flood_.xlsx,Var,E2,"Max # of flood affected People during  1974 to 2023 (1974-2004, 25%, 2005 -2023, 75%)",30,+,exposure
Eastern,Human Settlements,,Flood,Hu_Se_Flood_.xlsx,Var,E3,Total area classified as urban,10,+,exposure
Eastern,Human Settlements,,Flood,Hu_Se_Flood_.xlsx,Var,E4,% of Multi Storied Buildings,5,-,exposure
Eastern,Human Settlements,,Flood,Hu_Se_Flood_.xlsx,Var,E5,% of houses with vulnerable roofs (Cadjan/Palmirah Roofs),15,+,exposure
Eastern,Human Settlements,,Flood,Hu_Se_Flood_.xlsx,Var,E6,% HH with pipe borne water,15,-,exposure
Eastern,Human Settlements,,Flood,Hu_Se_Flood_.xlsx,Var,E7,# of Public hospitals,5,+,exposure
Eastern,Industry,,Flood,Industry_Flood_.xlsx,Var,H1,Flood Hazard  Index,100,+,hazard
Eastern,Industry,,Flood,Industry_Flood_.xlsx,Var,E1,Total establishments in  manufacturing Industries,10,+,exposure
Eastern,Industry,,Flood,Industry_Flood_.xlsx,Var,E2,Total No. of Mining & Quarrying industries,10,+,exposure
Eastern,Industry,,Flood,Industry_Flood_.xlsx,Var,E3,Total No. of Industrial establishments (small and informal industries),10,+,exposure
Eastern,Industry,,Flood,Industry_Flood_.xlsx,Var,E4,"Max # of flood affected People during  1974 to 2023 (1974-2004, 25%, 2005 -2023, 75%)",10,+,exposure
Eastern,Industry,,Flood,Industry_Flood_.xlsx,Var,E5,Total Persons engaged (small and informal industries),10,+,exposure
Eastern,Industry,,Flood,Industry_Flood_.xlsx,Var,E6,"Persons engaged in processing and preserving of fish, crustaceans and mollusks industries",20,+,exposure
Eastern,Industry,,Flood,Industry_Flood_.xlsx,Var,E7,Persons engaged in manufacture of dairy product industries,10,+,exposure
Eastern,Industry,,Flood,Industry_Flood_.xlsx,Var,E8,Accommodation and food service activities- No. of Establishments,10,+,exposure
Eastern,Industry,,Flood,Industry_Flood_.xlsx,Var,E9,Accommodation and food service activities- No. of Persons Engaged,10,+,exposure
Eastern,Industry,,Drought,Industry_drought_.xlsx,Var,H1,Drought Hazard Index,100,+,hazard
Eastern,Industry,,Drought,Industry_drought_.xlsx,Var,E1,Total establishments in  manufacturing Industries,10,+,exposure
Eastern,Industry,,Drought,Industry_drought_.xlsx,Var,E2,Total No. of Industrial establishments (small and informal industries),5,+,exposure
Eastern,Industry,,Drought,Industry_drought_.xlsx,Var,E3,Max # of drought affected People during 1974 to 2022,10,+,exposure
Eastern,Industry,,Drought,Industry_drought_.xlsx,Var,E4,Persons engaged in manufacture of food products industries,10,+,exposure
Eastern,Industry,,Drought,Industry_drought_.xlsx,Var,E5,Persons engaged in manufacture of beverages industries,10,+,exposure
Eastern,Industry,,Drought,Industry_drought_.xlsx,Var,E6,Total Persons engaged (small and informal industries),5,+,exposure
Eastern,Industry,,Drought,Industry_drought_.xlsx,Var,E7,"# of industries in Food, Beverages & tobacco",10,+,exposure
Eastern,Industry,,Drought,Industry_drought_.xlsx,Var,E8,Persons engaged in manufacture of dairy product industries,15,+,exposure
Eastern,Industry,,Drought,Industry_drought_.xlsx,Var,E9,Accommodation and food service activities- No.of Establishments,15,+,exposure
Eastern,Industry,,Drought,Industry_drought_.xlsx,Var,E10,Accommodation and food service activities- No. of Persons Engaged,10,+,exposure
Eastern,Irrigation Water,,Drought,Irrigation_Water_Drought_.xlsx,Var,H1,Drought Hazard Index,100,+,hazard
Eastern,Irrigation Water,,Drought,Irrigation_Water_Drought_.xlsx,Var,E1,% of total irrigated paddy area from total paddy extent,45,+,exposure
Eastern,Irrigation Water,,Drought,Irrigation_Water_Drought_.xlsx,Var,E2,Farm households population,15,+,exposure
Eastern,Irrigation Water,,Drought,Irrigation_Water_Drought_.xlsx,Var,E3,"Max # of drought affected People during 1974 to 2022 (1974 -2004, 25%, 2005 -2022, 75%)",40,+,exposure
Eastern,Irrigation Water,,Flood,Irrigation_Water_Flood_.xlsx,Var,H1,Flood Index,100,+,hazard
Eastern,Irrigation Water,,Flood,Irrigation_Water_Flood_.xlsx,Var,E1,% of total irrigated paddy area from total paddy extent,75,+,exposure
Eastern,Irrigation Water,,Flood,Irrigation_Water_Flood_.xlsx,Var,E2,Farm household's population,15,+,exposure
Eastern,Irrigation Water,,Flood,Irrigation_Water_Flood_.xlsx,Var,E3,"Max # of flood affected People during 1974 to 2023 (1974 -2004, 25%, 2005 -2023, 75%)",10,+,exposure
Eastern,Livestock,Buffalo,Drought,Drought_Buffalo_.xlsx,Var,H1,Drought Hazard Index,100,+,hazard
Eastern,Livestock,Buffalo,Drought,Drought_Buffalo_.xlsx,Var,E1,Mitch Buffaloes Daily Milk Production (l),30,+,exposure
Eastern,Livestock,Buffalo,Drought,Drought_Buffalo_.xlsx,Var,E2,Total Buffaloes Farmers,15,+,exposure
Eastern,Livestock,Buffalo,Drought,Drought_Buffalo_.xlsx,Var,E3,% Buffalo farmers from total Livestock Operators,15,+,exposure
Eastern,Livestock,Buffalo,Drought,Drought_Buffalo_.xlsx,Var,E4,No. of Buffaloes,40,+,exposure
Eastern,Livestock,Cattle,Drought,Drought_Cattle_.xlsx,Var,H1,Drought Hazard Index,100,+,hazard
Eastern,Livestock,Cattle,Drought,Drought_Cattle_.xlsx,Var,E1,No. of Cattle,40,+,exposure
Eastern,Livestock,Cattle,Drought,Drought_Cattle_.xlsx,Var,E2,Mitch Cows Daily Milk Production (l),30,+,exposure
Eastern,Livestock,Cattle,Drought,Drought_Cattle_.xlsx,Var,E3,Total Cattle Farmers,15,+,exposure
Eastern,Livestock,Cattle,Drought,Drought_Cattle_.xlsx,Var,E4,% Cattle farmers from total Livestock Operators,15,+,exposure
Eastern,Livestock,Goat,Drought,Drought_Goat_.xlsx,Var,H1,Drought Hazard Index,100,+,hazard
Eastern,Livestock,Goat,Drought,Drought_Goat_.xlsx,Var,E1,No. of Goats,50,+,exposure
Eastern,Livestock,Goat,Drought,Drought_Goat_.xlsx,Var,E2,Total Goat Farmers,25,+,exposure
Eastern,Livestock,Goat,Drought,Drought_Goat_.xlsx,Var,E3,% Goat farmers from total Livestock Operators,10,+,exposure
Eastern,Livestock,Goat,Drought,Drought_Goat_.xlsx,Var,E4,Mutton Production (Kg)/day,15,+,exposure
Eastern,Livestock,Pig,Drought,Drought_Pig_.xlsx,Var,H1,Drought Hazard Index,100,+,hazard
Eastern,Livestock,Pig,Drought,Drought_Pig_.xlsx,Var,E1,Pig Population,40,+,exposure
Eastern,Livestock,Pig,Drought,Drought_Pig_.xlsx,Var,E2,Sheep Population,20,+,exposure
Eastern,Livestock,Pig,Drought,Drought_Pig_.xlsx,Var,E3,No. of Pig Farmers,30,+,exposure
Eastern,Livestock,Pig,Drought,Drought_Pig_.xlsx,Var,E4,No. of Sheep Farmers,10,+,exposure
Eastern,Livestock,Poultry,Drought,Drought_Poultry_.xlsx,Var,H1,Drought Hazard Index,100,+,hazard
Eastern,Livestock,Poultry,Drought,Drought_Poultry_.xlsx,Var,E1,Poultry Population,40,+,exposure
Eastern,Livestock,Poultry,Drought,Drought_Poultry_.xlsx,Var,E2,Daily Egg Production,30,+,exposure
Eastern,Livestock,Poultry,Drought,Drought_Poultry_.xlsx,Var,E3,No. of Poultry Farmers,20,+,exposure
Eastern,Livestock,Poultry,Drought,Drought_Poultry_.xlsx,Var,E4,% of Poultry farmers from livestock farmers,10,+,exposure
Eastern,Livestock,Buffalo,Flood,Flood_Buffalo_.xlsx,Var,H1,Flood Hazard  Index,100,+,hazard
Eastern,Livestock,Buffalo,Flood,Flood_Buffalo_.xlsx,Var,E1,# of Buffaloes,40,+,exposure
Eastern,Livestock,Buffalo,Flood,Flood_Buffalo_.xlsx,Var,E2,Mitch Buffaloes Daily Milk Production (l),30,+,exposure
Eastern,Livestock,Buffalo,Flood,Flood_Buffalo_.xlsx,Var,E3,Total Buffalo farmers,15,+,exposure
Eastern,Livestock,Buffalo,Flood,Flood_Buffalo_.xlsx,Var,E4,% Buffalo farmers from total Livestock Operators,15,+,exposure
